t,i
906.0,416
907.0,24
908.0,500
908.0,522
908.0,575
908.0,881
908.0,996
909.0,180
909.0,429
909.0,679
910.0,369
911.0,209
912.0,88
912.0,90
912.0,268
912.0,332
912.0,659
912.0,707
913.0,621
913.0,670
914.0,453
914.0,653
914.0,727
914.0,822
915.0,194
915.0,195
915.0,202
915.0,311
915.0,632
916.0,38
916.0,133
916.0,161
916.0,230
916.0,480
917.0,319
917.0,388
917.0,399
917.0,709
917.0,737
918.0,11
918.0,111
918.0,311
918.0,356
918.0,524
918.0,581
918.0,715
918.0,729
919.0,9
919.0,264
919.0,447
919.0,506
919.0,560
919.0,637
919.0,663
920.0,147
920.0,685
920.0,937
920.0,974
921.0,168
921.0,267
921.0,379
921.0,650
922.0,50
922.0,126
922.0,247
922.0,427
922.0,484
922.0,499
922.0,978
923.0,41
923.0,78
923.0,167
923.0,323
923.0,458
923.0,464
923.0,517
923.0,678
923.0,833
924.0,174
924.0,334
924.0,404
924.0,434
924.0,630
924.0,783
924.0,986
925.0,17
925.0,83
925.0,198
925.0,549
925.0,613
925.0,684
925.0,778
925.0,780
925.0,825
926.0,120
926.0,200
926.0,420
926.0,540
926.0,563
926.0,764
926.0,862
927.0,76
927.0,271
927.0,578
927.0,636
927.0,694
927.0,748
927.0,782
927.0,783
927.0,908
927.0,938
927.0,954
928.0,17
928.0,105
928.0,157
928.0,188
928.0,284
928.0,330
928.0,382
928.0,611
928.0,613
928.0,741
928.0,848
929.0,36
929.0,277
929.0,538
929.0,602
929.0,623
929.0,646
929.0,669
929.0,815
929.0,843
929.0,920
930.0,91
930.0,134
930.0,331
930.0,757
930.0,807
930.0,973
930.0,989
931.0,156
931.0,219
931.0,321
931.0,417
931.0,439
931.0,489
931.0,720
931.0,769
931.0,914
931.0,932
931.0,953
931.0,958
931.0,960
932.0,53
932.0,389
932.0,504
932.0,511
932.0,550
932.0,615
932.0,741
932.0,802
932.0,863
932.0,963
933.0,243
933.0,309
933.0,704
933.0,799
934.0,583
934.0,712
934.0,791
935.0,210
936.0,140
936.0,155
936.0,224
936.0,377
936.0,769
936.0,876
937.0,269
937.0,839
937.0,904
938.0,258
938.0,333
938.0,372
938.0,658
939.0,128
939.0,717
939.0,892
940.0,7
940.0,75
940.0,371
940.0,378
940.0,580
941.0,14
941.0,32
941.0,294
941.0,298
941.0,850
942.0,225
942.0,746
942.0,827
942.0,847
943.0,54
943.0,620
943.0,626
943.0,677
944.0,617
945.0,355
945.0,452
946.0,106
946.0,190
946.0,203
946.0,244
946.0,262
946.0,365
946.0,403
946.0,410
946.0,479
947.0,918
948.0,59
948.0,218
948.0,351
948.0,461
948.0,501
949.0,4
949.0,513
949.0,671
950.0,84
950.0,305
950.0,403
950.0,655
950.0,695
950.0,976
951.0,423
951.0,537
951.0,590
951.0,603
951.0,624
952.0,45
952.0,48
952.0,734
952.0,738
952.0,829
953.0,4
953.0,149
953.0,485
953.0,628
953.0,642
953.0,750
953.0,786
954.0,59
954.0,129
954.0,513
954.0,527
954.0,609
954.0,760
954.0,798
955.0,99
955.0,217
955.0,254
955.0,304
955.0,384
955.0,509
955.0,591
955.0,599
955.0,639
955.0,660
955.0,676
955.0,806
955.0,830
955.0,922
956.0,30
956.0,130
956.0,139
956.0,345
956.0,532
956.0,625
957.0,16
957.0,65
957.0,68
957.0,235
957.0,436
957.0,437
957.0,445
957.0,703
957.0,821
957.0,834
957.0,935
958.0,132
958.0,159
958.0,314
958.0,376
958.0,594
958.0,714
958.0,767
958.0,878
958.0,936
959.0,26
959.0,129
959.0,171
959.0,306
959.0,315
959.0,591
959.0,711
959.0,722
959.0,812
959.0,893
960.0,173
960.0,196
960.0,492
960.0,606
960.0,698
960.0,758
960.0,777
961.0,86
961.0,112
961.0,143
961.0,204
961.0,310
961.0,445
961.0,459
961.0,514
961.0,553
961.0,706
961.0,768
961.0,954
962.0,58
962.0,64
962.0,97
962.0,98
962.0,152
962.0,166
962.0,278
962.0,280
962.0,312
962.0,440
962.0,443
962.0,448
962.0,605
962.0,800
962.0,832
962.0,939
963.0,42
963.0,51
963.0,113
963.0,177
963.0,318
963.0,375
963.0,466
963.0,558
963.0,755
963.0,804
963.0,888
964.0,2
964.0,100
964.0,469
964.0,488
964.0,531
964.0,702
964.0,817
964.0,996
965.0,23
965.0,201
965.0,408
965.0,442
965.0,481
965.0,516
965.0,813
965.0,984
966.0,57
966.0,72
966.0,255
966.0,256
966.0,385
966.0,394
966.0,411
966.0,446
966.0,448
966.0,579
966.0,596
966.0,618
966.0,647
966.0,689
966.0,697
966.0,740
966.0,910
967.0,49
967.0,144
967.0,164
967.0,275
967.0,358
967.0,441
967.0,496
967.0,598
967.0,721
967.0,754
967.0,756
967.0,788
967.0,836
967.0,861
967.0,940
967.0,941
967.0,973
967.0,980
968.0,15
968.0,22
968.0,375
968.0,444
968.0,469
968.0,505
968.0,543
968.0,584
968.0,592
968.0,649
968.0,726
968.0,747
968.0,855
968.0,869
968.0,882
968.0,891
968.0,911
968.0,919
968.0,950
968.0,967
969.0,28
969.0,122
969.0,361
969.0,386
969.0,468
969.0,670
969.0,733
969.0,816
969.0,820
969.0,833
969.0,871
969.0,881
970.0,121
970.0,182
970.0,193
970.0,253
970.0,256
970.0,686
970.0,736
970.0,815
970.0,885
970.0,955
971.0,70
971.0,127
971.0,451
971.0,534
971.0,652
971.0,681
971.0,710
971.0,926
971.0,951
971.0,962
972.0,74
972.0,207
972.0,266
972.0,296
972.0,328
972.0,388
972.0,688
972.0,809
973.0,20
973.0,135
973.0,506
973.0,763
973.0,788
974.0,90
974.0,183
974.0,259
974.0,285
974.0,358
974.0,635
975.0,61
975.0,340
975.0,413
975.0,579
975.0,723
975.0,796
975.0,908
976.0,6
976.0,392
977.0,373
977.0,551
977.0,593
978.0,494
978.0,545
978.0,552
978.0,906
979.0,96
979.0,125
979.0,292
979.0,462
979.0,770
979.0,790
980.0,10
980.0,47
980.0,141
980.0,693
981.0,82
981.0,92
981.0,138
981.0,236
981.0,364
981.0,601
981.0,680
981.0,977
982.0,246
982.0,313
982.0,482
982.0,522
983.0,407
983.0,471
983.0,480
983.0,761
984.0,63
984.0,526
985.0,37
985.0,353
985.0,398
985.0,510
985.0,614
985.0,637
985.0,707
985.0,785
985.0,825
986.0,87
986.0,228
987.0,19
987.0,175
987.0,189
987.0,483
987.0,491
987.0,503
987.0,604
987.0,643
987.0,666
987.0,978
988.0,238
988.0,360
988.0,568
988.0,589
988.0,608
989.0,77
989.0,137
989.0,219
989.0,230
989.0,242
989.0,486
990.0,44
990.0,202
990.0,281
990.0,406
990.0,460
990.0,600
990.0,865
990.0,999
991.0,162
991.0,221
991.0,368
991.0,422
991.0,497
991.0,548
991.0,685
991.0,779
991.0,781
991.0,949
992.0,124
992.0,282
992.0,477
992.0,557
993.0,12
993.0,301
993.0,438
993.0,544
993.0,566
993.0,572
993.0,624
993.0,667
993.0,887
994.0,0
994.0,29
994.0,37
994.0,46
994.0,220
994.0,329
994.0,519
994.0,529
994.0,541
994.0,610
995.0,299
995.0,472
995.0,504
995.0,548
995.0,612
995.0,713
995.0,716
995.0,719
995.0,843
995.0,845
995.0,850
996.0,163
996.0,186
996.0,249
996.0,344
996.0,378
996.0,449
996.0,627
996.0,743
996.0,878
996.0,988
997.0,27
997.0,80
997.0,244
997.0,297
997.0,498
997.0,648
997.0,752
997.0,762
997.0,822
997.0,824
998.0,265
998.0,412
998.0,465
998.0,550
998.0,673
998.0,797
998.0,893
999.0,12
999.0,170
999.0,390
999.0,559
999.0,672
999.0,716
999.0,800
999.0,862
999.0,902
999.0,938
999.0,963
1000.0,89
1000.0,116
1000.0,237
1000.0,239
1000.0,352
1000.0,383
1000.0,401
1000.0,403
1000.0,656
1000.0,731
1000.0,789
1000.0,794
1000.0,842
1000.0,922
1000.0,937
1000.0,958
1000.0,993
